ID,WindCode,StartDate,EndDate
837,600007.SH,19990312,20751231
838,000885.SZ,19990319,20751231
839,600206.SH,19990319,20751231
840,000917.SZ,19990325,20751231
841,600209.SH,19990325,20751231
842,000901.SZ,19990401,20751231
843,600200.SH,19990401,20751231
844,000902.SZ,19990408,20751231
845,600175.SH,19990408,20200814
846,000903.SZ,19990415,20751231
847,600173.SH,19990415,20751231
848,000897.SZ,19990422,20751231
849,600176.SH,19990422,20751231
850,000905.SZ,19990429,20751231
851,600359.SH,19990429,20751231
852,000909.SZ,19990507,20751231
853,600182.SH,19990507,20751231
854,000913.SZ,19990514,20751231
855,600203.SH,19990514,20751231
856,000911.SZ,19990527,20751231
857,600193.SH,19990527,20751231
858,000912.SZ,19990603,20751231
859,600202.SH,19990603,20751231
860,000915.SZ,19990609,20751231
861,600190.SH,19990609,20751231
862,000925.SZ,19990611,20751231
863,600185.SH,19990611,20751231
864,000920.SZ,19990616,20751231
865,600141.SH,19990616,20751231
866,000922.SZ,19990618,20751231
867,000926.SZ,19990618,20751231
868,000929.SZ,19990623,20751231
869,600208.SH,19990623,20751231
870,000835.SZ,19990625,20751231
871,000910.SZ,19990630,20751231
872,600205.SH,19990630,20070430
873,000906.SZ,19990707,20751231
874,600146.SH,19990707,20751231
875,000930.SZ,19990712,20751231
876,000931.SZ,19990712,20751231
877,000921.SZ,19990713,20751231
878,000923.SZ,19990714,20751231
879,600207.SH,19990714,20751231
880,000918.SZ,19990720,20751231
881,000090.SZ,19990721,20751231
882,600211.SH,19990721,20751231
883,000927.SZ,19990727,20751231
884,600006.SH,19990727,20751231
885,000932.SZ,19990803,20751231
886,600005.SH,19990803,20170214
887,000936.SZ,19990810,20751231
888,600003.SH,19990810,20100226
889,600212.SH,19990817,20751231
890,000935.SZ,19990824,20751231
891,600210.SH,19990824,20751231
892,000933.SZ,19990831,20751231
893,600213.SH,19990831,20751231
894,000937.SZ,19990909,20751231
895,600215.SH,19990909,20751231
896,000950.SZ,19990916,20751231
897,600197.SH,19990916,20751231
898,000939.SZ,19990923,20201217
899,600145.SH,19990923,20751231
900,000916.SZ,19990927,20171225
901,600220.SH,19990927,20751231
902,000948.SZ,19991014,20751231
903,600149.SH,19991014,20751231
904,000949.SZ,19991021,20751231
905,600216.SH,19991021,20751231
906,000938.SZ,19991104,20751231
907,600222.SH,19991105,20751231
908,000956.SZ,19991110,20060421
909,600000.SH,19991110,20751231
910,000952.SZ,19991112,20751231
911,600226.SH,19991116,20751231
912,000919.SZ,19991118,20751231
913,600268.SH,19991118,20751231
914,000951.SZ,19991125,20751231
915,600221.SH,19991125,20751231
916,000953.SZ,19991202,20751231
917,600239.SH,19991202,20751231
918,000955.SZ,19991209,20751231
919,600286.SH,19991209,20070531
920,000959.SZ,19991216,20751231
921,600217.SH,19991216,20751231
922,000958.SZ,19991223,20751231
923,600219.SH,19991223,20751231
924,000957.SZ,20000113,20751231
925,600223.SH,20000113,20751231
926,000962.SZ,20000120,20751231
927,600238.SH,20000120,20751231
928,000963.SZ,20000127,20751231
929,600225.SH,20000127,20751231
930,000960.SZ,20000221,20751231
931,600227.SH,20000221,20751231
932,000961.SZ,20000301,20751231
933,600500.SH,20000301,20751231
934,000999.SZ,20000309,20751231
935,600229.SH,20000309,20751231
936,000966.SZ,20000316,20751231
937,600236.SH,20000323,20751231
938,000967.SZ,20000330,20751231
939,000965.SZ,20000406,20751231
940,600230.SH,20000406,20751231
941,000970.SZ,20000420,20751231
942,600299.SH,20000420,20751231
943,000971.SZ,20000427,20751231
944,600008.SH,20000427,20751231
945,000070.SZ,20000511,20751231
946,600231.SH,20000511,20751231
947,000978.SZ,20000518,20751231
948,600269.SH,20000518,20751231
949,000973.SZ,20000525,20751231
950,600259.SH,20000525,20751231
951,600256.SH,20000526,20751231
952,000301.SZ,20000529,20751231
953,000969.SZ,20000529,20751231
954,000976.SZ,20000601,20751231
955,600258.SH,20000601,20751231
956,600232.SH,20000602,20751231
957,000975.SZ,20000608,20751231
958,000977.SZ,20000608,20751231
959,000988.SZ,20000608,20751231
960,600233.SH,20000608,20751231
961,600237.SH,20000609,20751231
962,600257.SH,20000612,20751231
963,600234.SH,20000615,20751231
964,600235.SH,20000615,20751231
965,000979.SZ,20000616,20181228
966,000980.SZ,20000616,20751231
967,000968.SZ,20000622,20751231
968,000981.SZ,20000622,20751231
969,600248.SH,20000622,20751231
970,000989.SZ,20000628,20751231
971,600240.SH,20000628,20200205
972,600262.SH,20000630,20751231
973,600300.SH,20000630,20751231
974,000982.SZ,20000706,20751231
975,000990.SZ,20000706,20751231
976,600130.SH,20000706,20751231
977,600260.SH,20000706,20751231
978,600278.SH,20000712,20751231
979,600301.SH,20000712,20751231
980,000987.SZ,20000718,20751231
981,000996.SZ,20000718,20751231
982,600296.SH,20000719,20070430
983,T00018.SH,20000719,20061020
984,600261.SH,20000720,20751231
985,600289.SH,20000720,20751231
986,000096.SZ,20000724,20751231
987,000158.SZ,20000724,20751231
988,600263.SH,20000725,20120301
989,600267.SH,20000725,20751231
990,600277.SH,20000725,20751231
991,000983.SZ,20000726,20751231
992,000985.SZ,20000726,20751231
993,000099.SZ,20000731,20751231
994,000993.SZ,20000731,20751231
995,600279.SH,20000731,20751231
996,600291.SH,20000731,20751231
997,000150.SZ,20000807,20751231
998,000995.SZ,20000807,20751231
999,000997.SZ,20000807,20751231
1000,600275.SH,20000810,20751231
1001,600298.SH,20000818,20751231
1002,600265.SH,20000825,20751231
1003,600287.SH,20000901,20751231
1004,000151.SZ,20000906,20751231
1005,000156.SZ,20000906,20751231
1006,600282.SH,20000919,20751231
1007,600293.SH,20000919,20751231
1008,000153.SZ,20000920,20751231
1009,600246.SH,20000922,20751231
1010,600358.SH,20000922,20751231
1011,000155.SZ,20000926,20751231
1012,000159.SZ,20000926,20751231
1013,000972.SZ,20000926,20751231
1014,600280.SH,20000926,20751231
1015,600308.SH,20000928,20751231
1016,000157.SZ,20001012,20751231
1017,600276.SH,20001018,20751231
1018,600283.SH,20001018,20751231
1019,600285.SH,20001018,20751231
1020,000869.SZ,20001026,20751231
1021,600366.SH,20001030,20751231
1022,600292.SH,20001101,20751231
1023,600290.SH,20001106,20751231
1024,600281.SH,20001109,20751231
1025,600297.SH,20001116,20751231
1026,000488.SZ,20001120,20751231
1027,600243.SH,20001120,20751231
1028,600255.SH,20001122,20751231
1029,600247.SH,20001123,20210322
1030,600337.SH,20001127,20751231
1031,600241.SH,20001128,20751231
1032,600288.SH,20001129,20751231
1033,600252.SH,20001130,20751231
1034,600422.SH,20001206,20751231
1035,600242.SH,20001207,20751231
1036,600318.SH,20001208,20751231
1037,000998.SZ,20001211,20751231
1038,600333.SH,20001211,20751231
1039,600019.SH,20001212,20751231
1040,600302.SH,20001213,20751231
1041,600316.SH,20001215,20751231
1042,600038.SH,20001218,20751231
1043,600016.SH,20001219,20751231
1044,600307.SH,20001220,20751231
1045,600320.SH,20001221,20751231
1046,600368.SH,20001221,20751231
1047,600328.SH,20001222,20751231
1048,600345.SH,20001222,20751231
1049,000726.SZ,20001225,20751231
1050,600323.SH,20001225,20751231
1051,600339.SH,20001225,20751231
1052,600303.SH,20001226,20751231
1053,600306.SH,20001226,20751231
1054,600253.SH,20001227,20130715
1055,600338.SH,20001227,20751231
1056,600270.SH,20001228,20181228
1057,600398.SH,20001228,20751231
1058,600336.SH,20001229,20751231
1059,600388.SH,20001229,20751231
1060,600399.SH,20001229,20751231
1061,600309.SH,20010105,20751231
1062,600400.SH,20010108,20751231
1063,600369.SH,20010109,20751231
1064,600389.SH,20010110,20751231
1065,600378.SH,20010111,20751231
1066,000725.SZ,20010112,20751231
1067,600365.SH,20010115,20751231
1068,600390.SH,20010115,20751231
1069,600326.SH,20010116,20751231
1070,600377.SH,20010116,20751231
1071,600330.SH,20010118,20751231
1072,600382.SH,20010118,20751231
1073,600313.SH,20010119,20751231
1074,600305.SH,20010206,20751231
1075,600332.SH,20010206,20751231
1076,600037.SH,20010208,20751231
1077,600033.SH,20010209,20751231
1078,600466.SH,20010212,20751231
1079,600386.SH,20010216,20751231
1080,600312.SH,20010221,20751231
1081,600558.SH,20010227,20751231
1082,600272.SH,20010228,20751231
1083,600310.SH,20010228,20751231
1084,600550.SH,20010228,20751231
1085,600335.SH,20010305,20751231
1086,600250.SH,20010306,20751231
1087,600010.SH,20010309,20751231
1088,600376.SH,20010312,20751231
1089,600315.SH,20010315,20751231
1090,600360.SH,20010316,20751231
1091,600393.SH,20010319,20751231
1092,600518.SH,20010319,20751231
1093,600367.SH,20010320,20751231
1094,600319.SH,20010326,20751231
1095,600396.SH,20010328,20751231
1096,600555.SH,20010328,20751231
1097,600363.SH,20010329,20751231
1098,600383.SH,20010412,20751231
1099,600356.SH,20010419,20751231
1100,600295.SH,20010426,20751231
1101,600381.SH,20010508,20751231
1102,600568.SH,20010518,20751231
1103,600588.SH,20010518,20751231
1104,600321.SH,20010524,20751231
1105,600528.SH,20010528,20751231
1106,600395.SH,20010531,20751231
1107,600329.SH,20010606,20751231
1108,600380.SH,20010608,20751231
1109,600589.SH,20010612,20751231
1110,600468.SH,20010615,20751231
1111,600501.SH,20010615,20751231
1112,600488.SH,20010618,20751231
1113,600311.SH,20010626,20751231
1114,600419.SH,20010628,20751231
1115,600530.SH,20010702,20751231
1116,600372.SH,20010706,20751231
1117,600385.SH,20010723,20751231
1118,600556.SH,20010807,20751231
1119,600028.SH,20010808,20751231
1120,600346.SH,20010820,20751231
1121,600569.SH,20010820,20751231
1122,600566.SH,20010822,20751231
1123,600498.SH,20010823,20751231
1124,600418.SH,20010824,20751231
1125,600539.SH,20010824,20751231
1126,600519.SH,20010827,20751231
1127,600599.SH,20010828,20751231
1128,600508.SH,20010829,20751231
1129,600448.SH,20010903,20751231
1130,600596.SH,20010906,20751231
1131,600322.SH,20010910,20751231
1132,600361.SH,20011129,20751231
1133,600011.SH,20011206,20751231
1134,600391.SH,20011212,20751231
1135,600567.SH,20011218,20751231
1136,600331.SH,20011220,20751231
1137,600548.SH,20011225,20751231
1138,600506.SH,20011226,20751231
1139,600523.SH,20011227,20751231
1140,600520.SH,20020108,20751231
1141,600362.SH,20020111,20751231
1142,600379.SH,20020116,20751231
1143,600317.SH,20020131,20210129
1144,600583.SH,20020205,20751231
1145,600585.SH,20020207,20751231
1146,600509.SH,20020228,20751231
1147,600373.SH,20020304,20751231
1148,600350.SH,20020318,20751231
1149,600533.SH,20020328,20751231
1150,600598.SH,20020329,20751231
1151,600036.SH,20020409,20751231
1152,600456.SH,20020412,20751231
1153,600428.SH,20020418,20751231
1154,600486.SH,20020425,20751231
1155,600415.SH,20020509,20751231
1156,600578.SH,20020510,20751231
1157,600582.SH,20020515,20751231
1158,600536.SH,20020517,20751231
1159,600026.SH,20020523,20751231
1160,600505.SH,20020530,20751231
1161,600529.SH,20020603,20751231
1162,600496.SH,20020605,20751231
1163,600580.SH,20020606,20751231
1164,600355.SH,20020613,20751231
1165,600510.SH,20020618,20751231
1166,600426.SH,20020620,20751231
1167,600327.SH,20020625,20751231
1168,600595.SH,20020626,20751231
1169,600397.SH,20020702,20751231
1170,600590.SH,20020703,20751231
1171,600503.SH,20020709,20751231
1172,600593.SH,20020711,20751231
1173,600561.SH,20020716,20751231
1174,600416.SH,20020718,20751231
1175,600526.SH,20020722,20751231
1176,600565.SH,20020723,20751231
1177,600531.SH,20020730,20751231
1178,600592.SH,20020805,20751231
1179,600515.SH,20020806,20751231
1180,600579.SH,20020809,20751231
1181,600586.SH,20020815,20751231
1182,600581.SH,20020816,20751231
1183,600553.SH,20020822,20110218
1184,600535.SH,20020823,20751231
1185,600597.SH,20020828,20751231
1186,600516.SH,20020830,20751231
1187,600551.SH,20020905,20751231
1188,600357.SH,20020906,20091229
1189,600577.SH,20020911,20751231
1190,600371.SH,20020916,20751231
1191,600557.SH,20020918,20751231
1192,600560.SH,20020919,20751231
1193,000875.SZ,20020926,20751231
1194,600351.SH,20020926,20751231
1195,600587.SH,20020927,20751231
1196,600050.SH,20021009,20751231
1197,600499.SH,20021010,20751231
1198,600591.SH,20021011,20100125
1199,600522.SH,20021024,20751231
1200,600559.SH,20021029,20751231
1201,600532.SH,20021031,20751231
1202,600571.SH,20021101,20751231
1203,600549.SH,20021107,20751231
1204,600552.SH,20021108,20751231
1205,600353.SH,20021120,20751231
1206,600511.SH,20021127,20751231
1207,600525.SH,20021202,20751231
1208,600563.SH,20021210,20751231
1209,600458.SH,20021219,20751231
1210,600512.SH,20021226,20751231
1211,600030.SH,20030106,20751231
1212,600012.SH,20030107,20751231
1213,600538.SH,20030114,20751231
1214,600537.SH,20030123,20751231
1215,600562.SH,20030128,20751231
1216,600408.SH,20030212,20751231
1217,600576.SH,20030220,20751231
1218,600573.SH,20030226,20751231
1219,600521.SH,20030304,20751231
1220,600370.SH,20030306,20751231
1221,600460.SH,20030311,20751231
1222,600513.SH,20030319,20751231
1223,600039.SH,20030325,20751231
1224,600575.SH,20030328,20751231
1225,600375.SH,20030401,20751231
1226,600343.SH,20030408,20751231
1227,600502.SH,20030415,20751231
1228,600481.SH,20030422,20751231
1229,600004.SH,20030428,20751231
1230,600459.SH,20030516,20751231
1231,600392.SH,20030529,20751231
1232,600584.SH,20030603,20751231
1233,600251.SH,20030609,20751231
1234,600436.SH,20030616,20751231
1235,600409.SH,20030618,20751231
1236,600433.SH,20030619,20751231
1237,600490.SH,20030626,20751231
1238,600273.SH,20030627,20751231
1239,600031.SH,20030703,20751231
1240,600435.SH,20030704,20751231
1241,600439.SH,20030710,20751231
1242,600271.SH,20030711,20751231
1243,600423.SH,20030717,20751231
1244,600475.SH,20030721,20751231
1245,600425.SH,20030724,20751231
1246,600029.SH,20030725,20751231
1247,600546.SH,20030731,20751231
1248,600352.SH,20030801,20751231
1249,600485.SH,20030807,20210601
1250,600020.SH,20030808,20751231
1251,600489.SH,20030814,20751231
1252,600480.SH,20030815,20751231
1253,600348.SH,20030821,20751231
1254,600487.SH,20030822,20751231
1255,600547.SH,20030828,20751231
1256,600449.SH,20030829,20751231
1257,600462.SH,20030903,20751231
1258,600432.SH,20030905,20180713
1259,600015.SH,20030912,20751231
1260,600429.SH,20030915,20751231
1261,600478.SH,20030918,20751231
1262,600401.SH,20030924,20190712
1263,600507.SH,20030930,20751231
1264,600403.SH,20031009,20751231
1265,600517.SH,20031010,20751231
1266,600406.SH,20031016,20751231
1267,600469.SH,20031021,20751231
1268,600021.SH,20031029,20751231
1269,600184.SH,20031106,20751231
1270,600477.SH,20031110,20751231
1271,600900.SH,20031118,20751231
1272,600527.SH,20031127,20751231
1273,600545.SH,20031203,20751231
1274,600476.SH,20031210,20751231
1275,600570.SH,20031216,20751231
1276,600446.SH,20031224,20751231
1277,600340.SH,20031230,20751231
1278,600540.SH,20040107,20751231
1279,600354.SH,20040115,20751231
1280,000100.SZ,20040130,20751231
1281,600249.SH,20040130,20751231
1282,600387.SH,20040218,20751231
1283,600444.SH,20040219,20751231
1284,600325.SH,20040225,20751231
1285,600438.SH,20040302,20751231
1286,600452.SH,20040303,20751231
1287,600470.SH,20040305,20751231
1288,600035.SH,20040310,20751231
1289,600479.SH,20040312,20751231
1290,600284.SH,20040316,20751231
1291,600463.SH,20040318,20751231
1292,600594.SH,20040323,20751231
1293,600543.SH,20040324,20751231
1294,600455.SH,20040329,20751231
1295,600405.SH,20040401,20751231
1296,600467.SH,20040405,20751231
1297,600960.SH,20040407,20751231
1298,600969.SH,20040408,20751231
1299,600572.SH,20040412,20751231
1300,600988.SH,20040414,20751231
1301,600976.SH,20040419,20751231
1302,600497.SH,20040420,20751231
1303,600493.SH,20040421,20751231
1304,600986.SH,20040426,20751231
1305,600410.SH,20040427,20751231
1306,600985.SH,20040428,20751231
1307,600990.SH,20040510,20751231
1308,600114.SH,20040511,20751231
1309,600980.SH,20040512,20751231
1310,600992.SH,20040514,20751231
1311,600993.SH,20040517,20751231
1312,600967.SH,20040518,20751231
1313,600491.SH,20040524,20751231
1314,600963.SH,20040525,20751231
1315,600495.SH,20040526,20751231
1316,600483.SH,20040531,20751231
1317,600461.SH,20040601,20751231
1318,600997.SH,20040602,20751231
1319,600421.SH,20040607,20751231
1320,600966.SH,20040608,20751231
1321,600975.SH,20040609,20751231
1322,600991.SH,20040614,20120320
1323,600995.SH,20040615,20751231
1324,600420.SH,20040616,20751231
1325,600962.SH,20040622,20751231
1326,600143.SH,20040623,20751231
1327,002001.SZ,20040625,20751231
1328,002002.SZ,20040625,20751231
1329,002003.SZ,20040625,20751231
1330,002004.SZ,20040625,20751231
1331,002005.SZ,20040625,20751231
1332,002006.SZ,20040625,20751231
1333,002007.SZ,20040625,20751231
1334,002008.SZ,20040625,20751231
1335,002009.SZ,20040629,20751231
1336,002010.SZ,20040629,20751231
1337,600022.SH,20040629,20751231
1338,600981.SH,20040630,20751231
1339,002011.SZ,20040705,20751231
1340,002012.SZ,20040705,20751231
1341,002013.SZ,20040705,20751231
1342,600982.SH,20040706,20751231
1343,600984.SH,20040707,20751231
1344,002014.SZ,20040708,20751231
1345,002015.SZ,20040708,20751231
1346,002016.SZ,20040708,20751231
1347,002017.SZ,20040713,20751231
1348,002018.SZ,20040713,20191101
1349,002019.SZ,20040713,20751231
1350,600965.SH,20040713,20751231
1351,600482.SH,20040714,20751231
1352,002020.SZ,20040715,20751231
1353,002021.SZ,20040715,20751231
1354,002022.SZ,20040721,20751231
1355,002023.SZ,20040721,20751231
1356,002024.SZ,20040721,20751231
1357,002025.SZ,20040726,20751231
1358,002026.SZ,20040727,20751231
1359,600983.SH,20040727,20751231
1360,600973.SH,20040802,20751231
1361,002027.SZ,20040804,20751231
1362,002028.SZ,20040805,20751231
1363,002029.SZ,20040806,20751231
1364,002030.SZ,20040809,20751231
1365,600987.SH,20040809,20751231
1366,002031.SZ,20040816,20751231
1367,002032.SZ,20040817,20751231
1368,600971.SH,20040817,20751231
1369,600978.SH,20040824,20210322
1370,002033.SZ,20040825,20751231
1371,002034.SZ,20040826,20751231
1372,600961.SH,20040830,20751231
1373,002035.SZ,20040901,20751231
1374,002036.SZ,20040903,20751231
1375,600979.SH,20040906,20751231
1376,002037.SZ,20040908,20751231
1377,002038.SZ,20040909,20751231
1378,600027.SH,20050203,20751231
1379,002039.SZ,20050303,20751231
1380,002040.SZ,20050325,20751231
1381,600970.SH,20050412,20751231
1382,002041.SZ,20050418,20751231
1383,002042.SZ,20050427,20751231
1384,600472.SH,20050509,20071226
1385,002043.SZ,20050510,20751231
1386,002044.SZ,20050518,20751231
1387,002045.SZ,20050523,20751231
1388,002046.SZ,20050526,20751231
1389,002047.SZ,20050531,20751231
1390,002048.SZ,20050603,20751231
1391,002049.SZ,20050606,20751231
1392,002050.SZ,20050607,20751231
1393,002051.SZ,20060619,20751231
1394,601001.SH,20060623,20751231
1395,002052.SZ,20060627,20751231
1396,002053.SZ,20060627,20751231
1397,601988.SH,20060705,20751231
1398,002054.SZ,20060725,20751231
1399,002055.SZ,20060725,20751231
1400,600048.SH,20060731,20751231
1401,601006.SH,20060801,20751231
1402,002056.SZ,20060802,20751231
1403,002057.SZ,20060802,20751231
1404,002058.SZ,20060802,20751231
1405,002059.SZ,20060810,20751231
1406,002060.SZ,20060810,20751231
1407,002061.SZ,20060816,20751231
1408,002062.SZ,20060816,20751231
1409,601111.SH,20060818,20751231
1410,002063.SZ,20060823,20751231
1411,002064.SZ,20060823,20751231
1412,002065.SZ,20060823,20751231
1413,002066.SZ,20060823,20751231
1414,002067.SZ,20060915,20751231
1415,002068.SZ,20060915,20751231
1416,601699.SH,20060922,20751231
1417,002069.SZ,20060928,20751231
1418,002070.SZ,20061012,20190709
1419,002071.SZ,20061012,20210507
1420,601588.SH,20061016,20751231
1421,600017.SH,20061017,20751231
1422,002072.SZ,20061018,20751231
1423,002073.SZ,20061018,20751231
1424,002074.SZ,20061018,20751231
1425,002075.SZ,20061025,20751231
1426,002076.SZ,20061025,20751231
1427,600018.SH,20061026,20751231
1428,601398.SH,20061027,20751231
1429,002077.SZ,20061116,20751231
1430,002078.SZ,20061116,20751231
1431,002079.SZ,20061116,20751231
1432,002080.SZ,20061120,20751231
1433,002081.SZ,20061120,20751231
1434,002082.SZ,20061120,20751231
1435,601666.SH,20061123,20751231
1436,002083.SZ,20061124,20751231
1437,002084.SZ,20061124,20751231
1438,002085.SZ,20061128,20751231
1439,002086.SZ,20061128,20751231
1440,002087.SZ,20061130,20751231
1441,002088.SZ,20061130,20751231
1442,002089.SZ,20061130,20751231
1443,601872.SH,20061201,20751231
1444,002090.SZ,20061208,20751231
1445,002091.SZ,20061208,20751231
1446,002092.SZ,20061208,20751231
1447,002093.SZ,20061215,20751231
1448,002094.SZ,20061215,20751231
1449,002095.SZ,20061215,20751231
1450,601991.SH,20061220,20751231
1451,002096.SZ,20061222,20751231
1452,002097.SZ,20061222,20751231
1453,002098.SZ,20061222,20751231
1454,601333.SH,20061222,20751231
1455,002099.SZ,20061226,20751231
1456,002100.SZ,20061226,20751231
1457,002101.SZ,20061229,20751231
1458,002102.SZ,20061229,20751231
1459,601628.SH,20070109,20751231
1460,002103.SZ,20070110,20751231
1461,002104.SZ,20070110,20751231
1462,002105.SZ,20070112,20751231
1463,002106.SZ,20070112,20751231
1464,002107.SZ,20070124,20751231
1465,002108.SZ,20070124,20751231
1466,002109.SZ,20070126,20751231
1467,002110.SZ,20070126,20751231
1468,002111.SZ,20070126,20751231
1469,601002.SH,20070126,20751231
1470,601166.SH,20070205,20751231
1471,002112.SZ,20070208,20751231
1472,002113.SZ,20070208,20751231
1473,002114.SZ,20070215,20751231
1474,002115.SZ,20070215,20751231
1475,002116.SZ,20070215,20751231
1476,601003.SH,20070227,20751231
1477,601005.SH,20070228,20751231
1478,601318.SH,20070301,20751231
1479,002117.SZ,20070302,20751231
1480,002118.SZ,20070302,20751231
1481,002119.SZ,20070302,20751231
1482,002120.SZ,20070306,20751231
1483,002121.SZ,20070306,20751231
1484,002122.SZ,20070328,20751231
1485,002123.SZ,20070328,20751231
1486,002124.SZ,20070403,20751231
1487,002125.SZ,20070403,20751231
1488,601007.SH,20070406,20751231
1489,002126.SZ,20070418,20751231
1490,002127.SZ,20070418,20751231
1491,002128.SZ,20070418,20751231
1492,002129.SZ,20070420,20751231
1493,002130.SZ,20070420,20751231
1494,601008.SH,20070426,20751231
1495,002131.SZ,20070427,20751231
1496,002132.SZ,20070427,20751231
1497,002133.SZ,20070427,20751231
1498,601998.SH,20070427,20751231
1499,000338.SZ,20070430,20751231
1500,601600.SH,20070430,20751231
1501,601328.SH,20070515,20751231
1502,002134.SZ,20070516,20751231
1503,002135.SZ,20070530,20751231
1504,002136.SZ,20070530,20751231
1505,002137.SZ,20070613,20751231
1506,002138.SZ,20070613,20751231
1507,601919.SH,20070626,20751231
1508,002139.SZ,20070629,20751231
1509,002140.SZ,20070712,20751231
1510,601168.SH,20070712,20751231
1511,002142.SZ,20070719,20751231
1512,601009.SH,20070719,20751231
1513,002141.SZ,20070720,20751231
1514,002143.SZ,20070720,20191129
1515,002144.SZ,20070803,20751231
1516,002145.SZ,20070803,20751231
1517,002146.SZ,20070808,20751231
1518,002147.SZ,20070808,20751231
1519,002148.SZ,20070810,20751231
1520,002149.SZ,20070810,20751231
1521,002150.SZ,20070810,20751231
1522,002151.SZ,20070813,20751231
1523,002152.SZ,20070813,20751231
1524,002153.SZ,20070813,20751231
1525,002154.SZ,20070816,20751231
1526,002155.SZ,20070816,20751231
1527,002156.SZ,20070816,20751231
1528,002157.SZ,20070817,20751231
1529,002158.SZ,20070817,20751231
1530,002159.SZ,20070817,20751231
1531,002160.SZ,20070821,20751231
1532,002161.SZ,20070821,20751231
1533,002162.SZ,20070823,20751231
1534,002163.SZ,20070823,20751231
1535,002164.SZ,20070823,20751231
1536,002165.SZ,20070913,20751231
1537,002166.SZ,20070913,20751231
1538,002167.SZ,20070913,20751231
1539,002168.SZ,20070919,20751231
1540,002169.SZ,20070919,20751231
1541,002170.SZ,20070919,20751231
1542,601169.SH,20070919,20751231
1543,002171.SZ,20070921,20751231
1544,002172.SZ,20070921,20751231
1545,002173.SZ,20070925,20751231
1546,002174.SZ,20070925,20751231
1547,601939.SH,20070925,20751231
1548,601808.SH,20070928,20751231
1549,601088.SH,20071009,20751231
1550,002175.SZ,20071012,20751231
1551,002176.SZ,20071012,20751231
1552,002177.SZ,20071101,20751231
1553,002178.SZ,20071101,20751231
1554,002179.SZ,20071101,20751231
1555,601857.SH,20071105,20751231
1556,002180.SZ,20071113,20751231
1557,002182.SZ,20071113,20751231
1558,002183.SZ,20071113,20751231
1559,002181.SZ,20071116,20751231
1560,002184.SZ,20071116,20751231
1561,002185.SZ,20071120,20751231
1562,002186.SZ,20071120,20751231
1563,002187.SZ,20071122,20751231
1564,002188.SZ,20071122,20751231
1565,002189.SZ,20071203,20751231
1566,002190.SZ,20071203,20751231
1567,601390.SH,20071203,20751231
1568,002191.SZ,20071205,20751231
1569,002192.SZ,20071205,20751231
1570,002193.SZ,20071207,20751231
1571,002194.SZ,20071207,20751231
1572,002195.SZ,20071212,20751231
1573,002196.SZ,20071212,20751231
1574,601866.SH,20071212,20751231
1575,002197.SZ,20071218,20751231
1576,002198.SZ,20071218,20751231
1577,601918.SH,20071219,20751231
1578,002199.SZ,20071221,20751231
1579,002200.SZ,20071221,20751231
1580,601999.SH,20071221,20751231
1581,601601.SH,20071225,20751231
1582,002201.SZ,20071226,20751231
1583,002202.SZ,20071226,20751231
1584,601099.SH,20071228,20751231
1585,002203.SZ,20080116,20751231
1586,002204.SZ,20080116,20751231
1587,002205.SZ,20080123,20751231
1588,002206.SZ,20080123,20751231
1589,002207.SZ,20080128,20751231
1590,002208.SZ,20080128,20751231
1591,002209.SZ,20080130,20751231
1592,002210.SZ,20080130,20751231
1593,002211.SZ,20080201,20751231
1594,002212.SZ,20080201,20751231
1595,002213.SZ,20080201,20751231
1596,601898.SH,20080201,20751231
1597,002214.SZ,20080218,20751231
1598,002215.SZ,20080218,20751231
1599,002216.SZ,20080220,20751231
1600,002217.SZ,20080220,20751231
1601,002218.SZ,20080228,20751231
1602,002220.SZ,20080228,20200811
1603,002219.SZ,20080306,20751231
1604,002221.SZ,20080306,20751231
1605,601186.SH,20080310,20751231
1606,002222.SZ,20080319,20751231
1607,601958.SH,20080417,20751231
1608,002223.SZ,20080418,20751231
1609,002224.SZ,20080425,20751231
1610,002225.SZ,20080425,20751231
1611,601899.SH,20080425,20751231
1612,002226.SZ,20080506,20751231
1613,002227.SZ,20080506,20751231
1614,002228.SZ,20080508,20751231
1615,002229.SZ,20080508,20751231
1616,002232.SZ,20080509,20751231
1617,002230.SZ,20080512,20751231
1618,002231.SZ,20080512,20751231
1619,002233.SZ,20080516,20751231
1620,002234.SZ,20080516,20751231
1621,002235.SZ,20080516,20751231
1622,002236.SZ,20080520,20751231
1623,002237.SZ,20080520,20751231
1624,002239.SZ,20080522,20751231
1625,002241.SZ,20080522,20751231
1626,002240.SZ,20080523,20751231
1627,002238.SZ,20080526,20751231
1628,002242.SZ,20080528,20751231
1629,002243.SZ,20080528,20751231
1630,002244.SZ,20080529,20751231
1631,002245.SZ,20080605,20751231
1632,002246.SZ,20080605,20751231
1633,002247.SZ,20080612,20751231
1634,002248.SZ,20080612,20751231
1635,002249.SZ,20080619,20751231
1636,002250.SZ,20080619,20751231
1637,002251.SZ,20080619,20751231
1638,002252.SZ,20080623,20751231
1639,002253.SZ,20080623,20751231
1640,002254.SZ,20080625,20751231
1641,002255.SZ,20080625,20751231
1642,002256.SZ,20080625,20751231
1643,002258.SZ,20080708,20751231
1644,002259.SZ,20080716,20751231
1645,002260.SZ,20080716,20751231
1646,002261.SZ,20080723,20751231
