Date,RawPnl,Pnl,LongValue,ShortValue,RawReturn,Return,BookSize,TradeValue,LongNum,ShortNum,IC
20180130,0.0,0.0,12134869.0,-7865131.0,0.0,0.0,20000000.0,20000000.0,2136,1114,-0.048789
20180131,-242303.0,-242303.0,13308025.0,-6691975.0,-0.02423,-0.02423,20000000.0,11851150.0,2214,1023,-0.157733
